Reel ID,Product ID,User ID,Category,Hashtags,Keywords,Visual Features,Likes,Shares,Comments,Purchase Count
reel_873,product_170,user_61,Sports,"#trending, #sale","innovative, affordable",vintage,786,180,199,48
reel_874,product_79,user_145,Beauty,"#trending, #shopnow, #new",stylish,minimalistic,444,291,78,140
reel_875,product_871,user_3,Electronics,#discount,innovative,luxury,875,370,172,161
reel_876,product_620,user_131,Home Decor,"#shopnow, #sale","innovative, exclusive",colorful,181,281,68,108
reel_877,product_241,user_139,Home Decor,#new,"innovative, affordable",luxury,166,28,86,85
reel_878,product_913,user_13,Sports,#shopnow,"innovative, exclusive, stylish",minimalistic,90,148,100,52
reel_879,product_144,user_24,Home Decor,#new,innovative,modern,713,266,7,122
reel_880,product_462,user_62,Electronics,"#sale, #shopnow","stylish, exclusive",colorful,857,295,199,86
reel_881,product_254,user_82,Fashion,"#new, #sale, #shopnow","innovative, popular, affordable",luxury,530,10,86,178
reel_882,product_256,user_101,Electronics,"#trending, #new",affordable,luxury,38,163,42,130
reel_883,product_10,user_180,Electronics,#trending,affordable,vintage,125,112,108,41
reel_884,product_805,user_141,Sports,"#new, #shopnow","innovative, affordable",luxury,450,186,151,97
reel_885,product_902,user_63,Beauty,"#sale, #new","innovative, popular",luxury,172,294,16,159
reel_886,product_678,user_24,Fashion,#trending,"stylish, exclusive, popular",minimalistic,652,231,132,108
reel_887,product_158,user_184,Sports,"#sale, #shopnow",innovative,colorful,753,226,147,50
reel_888,product_442,user_60,Home Decor,"#shopnow, #sale, #discount",exclusive,modern,219,309,276,84
reel_889,product_346,user_123,Beauty,"#new, #shopnow, #trending","affordable, exclusive",vintage,637,97,231,173
reel_890,product_588,user_44,Sports,#new,"popular, innovative, stylish",minimalistic,57,54,227,126
reel_891,product_639,user_27,Sports,"#trending, #shopnow, #sale","exclusive, innovative, affordable",luxury,659,110,138,20
reel_892,product_425,user_31,Fashion,"#shopnow, #new","innovative, affordable",modern,475,151,210,43
reel_893,product_251,user_150,Beauty,"#discount, #sale, #shopnow",stylish,colorful,455,245,27,138
reel_894,product_846,user_122,Electronics,#discount,"affordable, innovative, exclusive",vintage,828,405,50,102
reel_895,product_200,user_84,Sports,"#sale, #shopnow, #trending","popular, innovative, affordable",modern,894,68,260,67
reel_896,product_385,user_110,Sports,#sale,popular,vintage,360,311,260,128
reel_897,product_484,user_95,Fashion,"#discount, #trending","exclusive, stylish, popular",colorful,934,288,7,91
reel_898,product_238,user_108,Sports,"#shopnow, #discount, #new","popular, affordable, innovative",luxury,0,249,137,190
reel_899,product_572,user_133,Electronics,"#new, #shopnow","popular, innovative, exclusive",colorful,386,35,37,23
reel_900,product_575,user_44,Sports,#shopnow,"affordable, popular, exclusive",modern,972,238,110,124
reel_901,product_993,user_50,Beauty,#discount,"popular, affordable",vintage,347,147,219,140
reel_902,product_296,user_151,Electronics,"#trending, #sale, #new","popular, stylish, exclusive",luxury,189,466,222,110
reel_903,product_978,user_175,Sports,"#sale, #discount",innovative,luxury,504,226,135,97
reel_904,product_659,user_17,Sports,"#discount, #shopnow","innovative, popular",luxury,190,243,255,138
reel_905,product_275,user_90,Fashion,#trending,affordable,colorful,507,490,48,178
reel_906,product_566,user_141,Home Decor,#shopnow,"popular, innovative",colorful,368,336,291,16
reel_907,product_686,user_16,Sports,"#new, #discount","affordable, stylish",luxury,408,445,77,98
reel_908,product_745,user_113,Beauty,#new,stylish,minimalistic,823,364,104,81
reel_909,product_50,user_13,Sports,"#discount, #shopnow","popular, affordable",vintage,928,490,168,103
reel_910,product_607,user_110,Fashion,#sale,exclusive,luxury,933,481,216,151
reel_911,product_497,user_102,Beauty,"#sale, #new",popular,colorful,116,200,118,18
reel_912,product_905,user_115,Sports,"#discount, #trending","exclusive, affordable, innovative",colorful,133,153,189,164
reel_913,product_287,user_30,Home Decor,"#new, #trending","popular, exclusive",vintage,57,449,254,84
reel_914,product_799,user_66,Home Decor,"#sale, #discount, #new","affordable, popular",vintage,555,72,265,7
reel_915,product_608,user_105,Fashion,#new,"affordable, popular",minimalistic,684,200,148,27
reel_916,product_353,user_24,Sports,"#sale, #new, #discount",innovative,colorful,671,295,163,4
reel_917,product_637,user_42,Sports,"#discount, #shopnow","innovative, affordable",modern,172,16,139,144
reel_918,product_621,user_117,Home Decor,#shopnow,"stylish, affordable, exclusive",modern,828,128,257,100
reel_919,product_678,user_19,Electronics,#shopnow,"exclusive, stylish",minimalistic,814,216,268,163
reel_920,product_721,user_103,Home Decor,#discount,"innovative, stylish",vintage,148,60,180,117
reel_921,product_660,user_162,Fashion,"#sale, #new",stylish,colorful,79,426,159,146
reel_922,product_839,user_91,Electronics,#shopnow,"stylish, innovative",vintage,885,103,287,63
reel_923,product_629,user_103,Electronics,"#discount, #new","innovative, affordable",colorful,212,41,287,90
reel_924,product_904,user_92,Home Decor,"#trending, #shopnow, #new","affordable, exclusive",minimalistic,202,24,225,116
reel_925,product_647,user_12,Fashion,"#sale, #discount, #shopnow",exclusive,luxury,763,38,10,97
reel_926,product_309,user_93,Sports,"#shopnow, #discount, #trending",exclusive,minimalistic,228,290,9,10
reel_927,product_441,user_162,Electronics,"#sale, #discount, #shopnow","stylish, affordable",vintage,675,130,270,53
reel_928,product_580,user_145,Fashion,"#discount, #sale","affordable, popular",vintage,226,497,272,172
reel_929,product_733,user_80,Beauty,"#sale, #discount, #trending","exclusive, stylish",luxury,658,228,182,46
reel_930,product_91,user_164,Sports,"#sale, #shopnow","exclusive, innovative",luxury,531,107,152,139
reel_931,product_296,user_150,Sports,#trending,"innovative, exclusive",luxury,440,171,123,148
reel_932,product_748,user_116,Electronics,"#sale, #trending, #new","innovative, popular, stylish",vintage,401,434,113,138
reel_933,product_176,user_10,Fashion,#discount,"exclusive, popular, affordable",minimalistic,46,477,277,4
reel_934,product_133,user_69,Home Decor,"#new, #discount, #shopnow","affordable, stylish",modern,232,101,212,183
reel_935,product_540,user_13,Sports,"#discount, #trending, #sale","innovative, popular",luxury,304,353,171,19
reel_936,product_972,user_199,Beauty,"#new, #shopnow, #discount","popular, innovative, exclusive",colorful,525,11,287,168
reel_937,product_531,user_187,Sports,"#new, #discount, #shopnow","exclusive, stylish",vintage,142,274,173,45
reel_938,product_914,user_14,Sports,"#sale, #shopnow","innovative, exclusive",vintage,414,100,112,11
reel_939,product_831,user_187,Sports,"#shopnow, #discount, #sale","stylish, popular",minimalistic,512,43,121,69
reel_940,product_257,user_7,Electronics,"#sale, #new","affordable, exclusive, stylish",minimalistic,372,442,31,16
reel_941,product_825,user_82,Sports,"#sale, #shopnow, #new","popular, exclusive",luxury,565,304,221,114
reel_942,product_482,user_154,Electronics,"#new, #sale, #trending","exclusive, affordable, innovative",vintage,885,444,118,146
reel_943,product_807,user_154,Fashion,#trending,"stylish, exclusive, popular",colorful,258,16,38,153
reel_944,product_747,user_196,Electronics,"#shopnow, #discount",affordable,luxury,655,329,267,47
reel_945,product_339,user_130,Fashion,"#new, #discount, #trending","exclusive, popular, innovative",minimalistic,470,56,232,107
reel_946,product_116,user_85,Fashion,"#discount, #trending",popular,colorful,952,310,17,51
reel_947,product_963,user_199,Sports,"#trending, #discount, #sale",exclusive,minimalistic,970,496,148,95
reel_948,product_141,user_77,Beauty,#shopnow,"innovative, popular",luxury,11,302,148,69
reel_949,product_967,user_174,Sports,"#new, #discount",affordable,colorful,329,11,125,182
reel_950,product_861,user_182,Beauty,#new,"popular, affordable, stylish",minimalistic,735,317,237,101
reel_951,product_725,user_76,Fashion,"#trending, #shopnow, #sale",stylish,vintage,783,79,134,74
reel_952,product_980,user_137,Sports,#sale,"exclusive, innovative, stylish",vintage,967,215,150,160
reel_953,product_968,user_133,Beauty,#discount,"exclusive, popular, stylish",luxury,357,338,235,189
reel_954,product_805,user_108,Sports,"#discount, #trending, #sale",innovative,colorful,971,263,223,150
reel_955,product_366,user_131,Beauty,#discount,popular,minimalistic,407,478,202,142
reel_956,product_791,user_70,Electronics,"#shopnow, #discount","innovative, exclusive",minimalistic,667,148,255,154
reel_957,product_14,user_36,Home Decor,"#trending, #discount, #new","exclusive, stylish",vintage,372,80,85,191
reel_958,product_537,user_108,Fashion,"#shopnow, #discount","stylish, affordable",luxury,7,214,149,178
reel_959,product_455,user_106,Electronics,"#new, #trending","stylish, innovative, popular",colorful,121,484,234,180
reel_960,product_673,user_146,Beauty,#discount,"popular, innovative",vintage,347,373,21,81
reel_961,product_673,user_45,Fashion,"#sale, #discount, #new",innovative,vintage,675,463,284,91
reel_962,product_585,user_1,Beauty,#shopnow,"popular, exclusive, affordable",modern,89,197,268,178
reel_963,product_823,user_5,Sports,"#discount, #new",popular,vintage,647,199,257,174
reel_964,product_941,user_60,Sports,#sale,innovative,minimalistic,697,24,28,3
reel_965,product_109,user_135,Electronics,"#discount, #new, #sale",affordable,luxury,315,465,212,134
reel_966,product_234,user_109,Sports,"#discount, #sale, #shopnow","popular, innovative",vintage,177,88,282,108
reel_967,product_26,user_107,Sports,"#shopnow, #new, #trending","exclusive, affordable, popular",modern,539,267,49,162
reel_968,product_885,user_165,Fashion,"#sale, #shopnow, #discount",exclusive,vintage,731,142,94,47
reel_969,product_562,user_50,Beauty,"#sale, #new","popular, affordable, stylish",minimalistic,868,58,87,72
reel_970,product_916,user_70,Sports,"#sale, #new, #discount",innovative,colorful,40,409,43,71
reel_971,product_222,user_56,Sports,#discount,"stylish, popular",colorful,739,488,277,115
reel_972,product_64,user_188,Electronics,"#shopnow, #discount","innovative, affordable, popular",colorful,703,364,170,172
reel_973,product_824,user_146,Home Decor,"#new, #discount, #trending","popular, exclusive",minimalistic,922,25,188,80
reel_974,product_910,user_23,Sports,"#new, #trending","stylish, exclusive, innovative",minimalistic,501,46,183,80
reel_975,product_303,user_162,Fashion,#shopnow,"popular, affordable, exclusive",luxury,958,287,2,112
reel_976,product_409,user_84,Beauty,"#new, #shopnow, #sale","affordable, popular, exclusive",modern,144,265,190,95
reel_977,product_140,user_154,Electronics,"#discount, #trending, #new",popular,colorful,200,15,117,71
reel_978,product_947,user_177,Sports,#new,innovative,minimalistic,928,198,18,146
reel_979,product_305,user_4,Fashion,"#shopnow, #sale, #trending","popular, exclusive, innovative",colorful,723,400,22,62
reel_980,product_493,user_42,Sports,"#sale, #trending","innovative, stylish, exclusive",luxury,460,406,29,37
reel_981,product_98,user_21,Fashion,"#sale, #new, #trending","stylish, innovative, exclusive",vintage,731,281,294,66
reel_982,product_888,user_7,Beauty,#shopnow,"exclusive, affordable",modern,751,468,107,186
reel_983,product_136,user_120,Beauty,"#new, #shopnow","stylish, innovative, popular",colorful,924,85,280,68
reel_984,product_454,user_141,Sports,#sale,"exclusive, stylish",vintage,908,249,127,12
reel_985,product_671,user_10,Home Decor,"#trending, #shopnow, #new","stylish, exclusive",vintage,557,390,228,174
reel_986,product_744,user_149,Electronics,"#new, #trending","affordable, popular, innovative",luxury,546,269,110,188
reel_987,product_946,user_81,Electronics,"#trending, #discount",affordable,luxury,252,334,135,30
reel_988,product_420,user_47,Fashion,#shopnow,exclusive,vintage,389,116,185,113
reel_989,product_743,user_44,Electronics,#new,popular,colorful,593,6,143,21
reel_990,product_155,user_173,Fashion,#trending,stylish,vintage,882,136,71,92
reel_991,product_415,user_12,Fashion,"#trending, #discount, #shopnow","popular, exclusive, innovative",minimalistic,255,370,128,170
reel_992,product_100,user_101,Electronics,"#trending, #discount","popular, innovative, exclusive",modern,708,175,260,66
reel_993,product_490,user_58,Beauty,"#trending, #shopnow, #new",stylish,minimalistic,814,327,2,53
reel_994,product_409,user_164,Sports,"#new, #sale, #shopnow","stylish, innovative",modern,920,497,103,137
reel_995,product_952,user_147,Sports,"#sale, #shopnow","popular, exclusive",minimalistic,449,314,223,41
reel_996,product_33,user_64,Home Decor,#discount,"stylish, exclusive",minimalistic,9,214,9,63
reel_997,product_371,user_120,Electronics,"#discount, #new","innovative, popular, stylish",luxury,823,476,230,125
reel_998,product_444,user_135,Home Decor,"#shopnow, #trending","affordable, innovative",colorful,797,81,218,20
reel_999,product_951,user_65,Fashion,"#discount, #shopnow",stylish,luxury,241,222,65,193
reel_1000,product_856,user_61,Home Decor,"#trending, #discount","stylish, innovative, popular",minimalistic,250,477,111,168
